,Employee_ID,Employee_Name,Age,Gender, MaritalStatus,Hire Date,Department,Position,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,Annual_Income,RelationshipSatisfaction,Working_hrs_perday,TotalWorkingYearsexperience,TrainingTimeinmonths,WorkLifeBalance,Behaviourial_Competence,OntimeDelivery,TicketSolvingManagements,Project_evlaution,Working_from_home,Psycho-social_indicators,overtime,PercentSalaryHike,Netconnectivity,PerformanceRating
128,1128,Mark Mcbride,60,male,Single,06-07-1994,Research & Development,Healthcare Representative,Life Sciences,Very_High,Very_High,4,Very_High,12,High,8,6,4,Better,In-adequate,Excellent,good,9,Yes,Outstanding,0,15,Good,Excellent
129,1129,Timothy Myers,41,Female,Single,07-08-1997,Sales,Sales Executive,Marketing,Very_High,Very_High,3,Very_High,6,High,8,4,3,Better,Satisfactory,Excellent,poor,9,No,good,1,4,Poor,Excellent
130,1130,Kirk Robbins,24,Female,Single,01-01-2015,Development,Developer,Life Sciences,High,Medium,2,Medium,6,High,8,3,1,Good,In-adequate,Good,Excellent,14,No,low,1,12,Poor,good
131,1131,Janice Davis,27,male,Married,10-03-2009,Research & Development,Manufacturing Director,Medical,High,Medium,1,Medium,12,Very_High,9,8,4,Bad,Verygood,Satisfactory,Excellent,10,Yes,good,1,6,Good,low
132,1132,William Martin,44,Female,Married,08-07-1996,Sales,Manager,Marketing,High,Low,2,Very_High,25,High,9,23,2,Bad,Excellent,Outstanding,fair,10,No,good,1,1,Poor,Outstanding
133,1133,Paul Fields,46,Female,Divorsed,05-01-1994,Sales,Sales Executive,Marketing,Very_High,Very_High,2,Medium,22,Medium,10,18,1,Good,Excellent,Satisfactory,Excellent,12,Yes,good,1,1,Good,low
134,1134,Ashley Calderon,42,male,Divorsed,12-11-2014,Development,Developer,Life Sciences,Low,Medium,2,High,58,High,9,7,2,Best,Verygood,Excellent,fair,13,No,Excellent,0,13,Poor,Excellent
135,1135,Francisco Edwards,21,male,Divorsed,12-11-2012,Research & Development,Manager R&D,Medical,High,High,2,Low,20,Low,9,12,6,Good,Satisfactory,Satisfactory,satistfactory,14,No,low,0,2,Poor,low
136,1136,Paul Brown,43,male,Married,07-05-2000,Development,Developer,Life Sciences,High,Medium,1,Medium,22,Medium,8,20,2,Best,In-adequate,Outstanding,satistfactory,12,Yes,Excellent,0,15,Good,Outstanding
137,1137,Meghan Green,47,Female,Married,28-06-2002,Development,Developer,Life Sciences,Low,Low,4,Very_High,22,Low,10,16,1,Bad,Verygood,Excellent,satistfactory,13,Yes,low,1,1,Good,Excellent
138,1138,Alicia Price,53,male,Married,07-05-2012,Development,Developer,Life Sciences,Very_High,Very_High,4,Low,6,High,9,3,3,Better,In-adequate,Satisfactory,Excellent,12,Yes,low,1,1,Good,low
139,1139,Lauren Garza,27,Female,Divorsed,16-11-1997,Development,Developer,Life Sciences,Low,High,5,High,6,Very_High,8,1,4,Better,Excellent,Satisfactory,Excellent,14,No,Excellent,0,16,Poor,low
140,1140,Deborah Roberts,38,male,Married,25-05-1999,Sales,Sales Executive,Marketing,High,Low,1,High,20,Low,8,30,4,Best,Verygood,Excellent,Excellent,13,Yes,Excellent,0,14,Good,Excellent
141,1141,Abigail Ellison,35,male,Single,21-07-1994,Sales,Sales Executive,Technical Degree,Very_High,Medium,1,High,12,Medium,9,7,6,Good,Excellent,Excellent,satistfactory,11,Yes,good,0,11,Good,Excellent
142,1142,Jason Barnes,26,male,Married,04-04-2009,Development,Developer,Life Sciences,Very_High,Medium,4,High,20,Medium,9,11,5,Best,Excellent,Outstanding,Excellent,5,Yes,Outstanding,1,2,Good,Outstanding
143,1143,Melanie Thompson,21,male,Married,06-11-1998,Development,Developer,Life Sciences,Medium,Medium,2,High,25,Low,8,25,5,Bad,Verygood,Excellent,satistfactory,11,Yes,Excellent,0,10,Good,Excellent
144,1144,Michele Byrd,52,male,Single,09-12-2003,Research & Development,Laboratory Technician,Medical,Very_High,Medium,1,Low,20,Very_High,8,15,5,Best,poor,Satisfactory,fair,8,Yes,Excellent,0,1,Good,low
145,1145,Pamela Alvarado,57,male,Married,11-11-2012,Research & Development,Manufacturing Director,Medical,Low,Low,1,Medium,12,Low,10,7,2,Best,Excellent,Excellent,satistfactory,13,Yes,good,0,2,Good,Excellent
146,1146,Amber Spence,58,Female,Single,27-02-2009,Development,Developer,Life Sciences,Medium,Very_High,3,Medium,6,High,10,1,6,Good,good,Outstanding,fair,11,Yes,Outstanding,0,15,Good,Outstanding
147,1147,Daniel Young,33,male,Divorsed,22-02-2019,Research & Development,Laboratory Technician,Medical,High,Low,2,Medium,25,Very_High,10,24,3,Best,Excellent,Satisfactory,good,9,Yes,low,0,6,Good,low
148,1148,Joan Smith,26,male,Married,02-04-1997,Sales,Sales Executive,Marketing,High,High,4,Very_High,20,Very_High,10,12,6,Good,Excellent,Excellent,Excellent,4,Yes,low,1,1,Good,Excellent
149,1149,Lawrence Dorsey,51,male,Married,24-12-2009,Development,Developer,Life Sciences,High,Very_High,4,High,6,Medium,8,4,1,Better,Excellent,Excellent,fair,9,Yes,Excellent,1,6,Good,Excellent
150,1150,Ruth Guzman,59,male,Divorsed,15-11-2010,Research & Development,Laboratory Technician,Medical,Medium,High,2,Medium,22,High,9,16,5,Bad,good,Good,fair,10,Yes,good,1,16,Good,good
151,1151,Andrew Kim,52,Female,Married,17-09-2006,Research & Development,Healthcare Representative,Medical,Very_High,Very_High,3,Medium,22,Low,10,16,2,Good,good,Satisfactory,satistfactory,9,Yes,low,0,14,Good,low
152,1152,Andrew Hayes,30,male,Married,09-09-2012,Development,Developer,Life Sciences,Low,High,1,Low,22,Medium,9,20,1,Bad,good,Excellent,poor,11,Yes,Outstanding,0,8,Good,Excellent
153,1153,Paige Fuller,26,Female,Divorsed,10-01-2013,Development,Developer,Life Sciences,Very_High,Very_High,2,Medium,22,High,10,20,6,Best,Satisfactory,Excellent,Excellent,10,No,good,1,15,Poor,Excellent
154,1154,Yvonne Barnett,46,male,Married,07-08-2014,Human Resources,Human Resources,Technical Degree,Very_High,Very_High,1,Low,20,Low,10,14,2,Good,Verygood,Outstanding,fair,6,Yes,low,0,4,Good,Outstanding
155,1155,Rachel Morales,50,male,Single,22-07-2004,Development,Developer,Life Sciences,Medium,Very_High,3,Low,12,Medium,8,8,3,Bad,In-adequate,Satisfactory,satistfactory,8,Yes,low,0,7,Good,low
156,1156,Judith Munoz,28,male,Divorsed,30-10-2000,Research & Development,Research Director,Medical,Medium,Low,4,Very_High,20,Very_High,9,13,1,Best,poor,Satisfactory,good,14,Yes,Outstanding,1,11,Good,low
157,1157,Jacob Davis,26,male,Divorsed,22-02-2011,Development,Developer,Life Sciences,High,Medium,1,Low,12,Low,9,8,2,Bad,Excellent,Outstanding,good,6,No,low,0,15,Poor,Outstanding
158,1158,Richard Bray,29,male,Married,23-06-2015,Sales,Sales Executive,Marketing,Low,Very_High,3,High,20,Low,9,14,1,Bad,Verygood,Excellent,fair,11,Yes,low,1,16,Good,Excellent
159,1159,Elijah Lee,22,Female,Single,12-10-2000,Research & Development,Laboratory Technician,Medical,Low,High,4,Medium,12,Medium,8,8,3,Good,In-adequate,Satisfactory,good,7,Yes,Outstanding,0,15,Good,low
160,1160,John Ortiz,26,male,Single,01-07-1997,Development,Developer,Life Sciences,Medium,Very_High,4,Very_High,22,Medium,10,16,3,Bad,Excellent,Satisfactory,satistfactory,8,No,Outstanding,1,16,Poor,low
161,1161,Derrick Reid,41,male,Single,18-10-2009,Research & Development,Manager R&D,Medical,High,Very_High,3,Low,12,Very_High,8,6,5,Better,Satisfactory,Good,poor,8,No,Outstanding,1,16,Poor,good
162,1162,Julie Wright,26,Female,Married,13-03-2006,Sales,Sales Executive,Marketing,Medium,Very_High,5,Low,6,Medium,10,3,5,Better,Verygood,Excellent,satistfactory,12,Yes,good,1,12,Good,Excellent
163,1163,Kathy Collier,48,male,Married,27-09-2021,Research & Development,Research Scientist,Medical,Low,Medium,2,Medium,6,Low,9,4,3,Better,Excellent,Excellent,fair,13,Yes,low,1,10,Good,Excellent
164,1164,William King,47,Female,Single,17-07-2007,Development,Developer,Life Sciences,Low,Very_High,3,Low,22,High,10,17,6,Good,In-adequate,Outstanding,satistfactory,13,No,Outstanding,0,8,Poor,Outstanding
165,1165,Kevin Freeman,59,Female,Divorsed,13-07-2009,Research & Development,Healthcare Representative,Medical,Low,High,4,Medium,20,Medium,8,12,1,Best,good,Good,Excellent,4,Yes,Outstanding,0,5,Good,good
166,1166,Jacob Martinez,44,Female,Single,25-11-1996,Research & Development,Laboratory Technician,Other,Low,Low,1,Very_High,6,Very_High,10,3,2,Good,Verygood,Good,good,12,Yes,low,0,10,Good,good
167,1167,Jason Rios,59,Female,Married,04-07-2019,Sales,Sales Executive,Marketing,Low,Medium,4,High,22,Low,10,17,1,Better,Verygood,Excellent,fair,7,Yes,good,0,7,Good,Excellent
168,1168,John Smith,24,male,Married,20-10-1999,Development,Developer,Life Sciences,Very_High,Low,3,Medium,22,Low,9,19,6,Best,Satisfactory,Outstanding,fair,10,No,good,1,5,Poor,Outstanding
169,1169,James Atkinson,57,Female,Married,24-02-2006,Research & Development,Manager,Technical Degree,Low,Low,5,High,20,Very_High,9,12,5,Better,In-adequate,Good,satistfactory,8,No,low,0,13,Poor,good
170,1170,Patrick Smith,39,male,Single,29-06-2009,Research & Development,Manager R&D,Medical,Very_High,Medium,3,High,20,Medium,9,15,2,Best,Excellent,Good,Excellent,5,Yes,low,0,2,Good,good
171,1171,Garrett Thompson,53,male,Married,19-04-2016,Development,Developer,Life Sciences,Medium,Medium,2,Medium,22,Low,10,19,5,Bad,poor,Excellent,fair,12,No,low,1,8,Poor,Excellent
172,1172,Penny Stanley,29,Female,Married,19-02-2015,Research & Development,Manager R&D,Medical,Very_High,High,4,Medium,6,High,10,4,1,Good,In-adequate,Good,Excellent,10,Yes,low,0,14,Good,good
173,1173,James Murray,45,male,Married,18-05-1994,Development,Developer,Life Sciences,Very_High,Low,1,High,6,High,10,3,1,Bad,good,Satisfactory,fair,4,No,Outstanding,0,16,Poor,low
174,1174,Kathleen Harris,43,Female,Married,22-05-2012,Development,Developer,Life Sciences,Medium,Medium,5,High,6,Very_High,10,1,4,Bad,Verygood,Excellent,good,14,No,low,1,9,Poor,Excellent
175,1175,Wendy Powell,29,Female,Single,03-07-2006,Research & Development,Manager R&D,Medical,Medium,High,5,Medium,25,Low,10,25,2,Bad,Excellent,Excellent,fair,13,No,Outstanding,1,7,Poor,Excellent
176,1176,Brian Butler,37,Female,Married,25-04-2014,Development,Developer,Life Sciences,High,Medium,5,Very_High,6,Very_High,10,5,1,Best,Excellent,Satisfactory,Excellent,6,No,Excellent,0,7,Poor,low
177,1177,Charles Johnson,22,male,Single,05-10-2012,Sales,Manager,Marketing,Low,Medium,5,Very_High,20,Very_High,9,11,1,Good,Excellent,Excellent,poor,7,No,low,1,11,Poor,Excellent
178,1178,Andrew Rodriguez,58,male,Single,17-05-2000,Development,Developer,Life Sciences,High,Low,4,Low,12,Very_High,9,9,6,Good,Excellent,Excellent,poor,13,Yes,Excellent,1,16,Good,Excellent
179,1179,Tyrone Lara,29,Female,Single,12-08-2016,Human Resources,Human Resources,Human Resources,Very_High,High,2,High,22,High,10,20,1,Best,Excellent,Excellent,poor,9,No,Outstanding,1,9,Poor,Excellent
180,1180,Jennifer Chambers,29,Female,Married,22-03-1995,Development,Developer,Life Sciences,High,Low,2,Low,12,High,10,10,4,Best,Verygood,Good,satistfactory,8,No,good,1,15,Poor,good
181,1181,Timothy Davis,21,male,Single,25-03-2007,Sales,Sales Executive,Medical,Medium,Medium,4,Low,25,High,9,23,2,Bad,Satisfactory,Excellent,poor,14,Yes,Excellent,1,3,Good,Excellent
182,1182,Margaret Campbell,47,Female,Married,13-09-2008,Research & Development,Manager R&D,Medical,High,Medium,3,Medium,25,High,9,23,2,Best,Verygood,Good,good,5,No,low,0,15,Poor,good
183,1183,Katherine Roberts,32,male,Single,02-06-2004,Development,Developer,Life Sciences,Low,High,1,Low,12,Low,8,6,3,Bad,Satisfactory,Outstanding,satistfactory,10,Yes,Excellent,1,2,Good,Outstanding
184,1184,Matthew Horton,39,Female,Single,15-10-2012,Development,Developer,Life Sciences,High,High,4,Very_High,6,Medium,9,2,4,Better,In-adequate,Outstanding,satistfactory,5,Yes,Excellent,1,11,Good,Outstanding
185,1185,Tina Singleton,34,Female,Single,28-09-2004,Development,Developer,Life Sciences,High,Very_High,1,High,20,Medium,10,11,6,Good,poor,Satisfactory,fair,7,Yes,Outstanding,1,8,Good,low
186,1186,Jesse Pruitt,26,Female,Single,15-02-2009,Sales,Sales Executive,Medical,Very_High,High,2,High,6,Medium,8,5,6,Better,good,Good,satistfactory,8,No,Outstanding,1,5,Poor,good
187,1187,Rachael Mclaughlin,28,male,Single,24-02-1999,Development,Developer,Life Sciences,High,Low,4,High,6,Very_High,9,4,6,Good,In-adequate,Excellent,fair,10,Yes,Excellent,1,14,Good,Excellent
188,1188,Alexander Spencer,36,Female,Married,23-07-2002,Research & Development,Research Scientist,Other,Very_High,Very_High,1,Medium,20,Very_High,9,14,5,Better,poor,Outstanding,satistfactory,8,Yes,low,0,11,Good,Outstanding
189,1189,Garrett Le,32,male,Divorsed,22-04-1994,Human Resources,Human Resources,Medical,Very_High,Low,4,Medium,25,Medium,9,23,3,Good,In-adequate,Excellent,Excellent,5,Yes,low,1,13,Good,Excellent
190,1190,Hayley Burns,22,male,Married,24-02-2012,Research & Development,Laboratory Technician,Other,Low,Low,3,High,22,Very_High,10,19,2,Better,poor,Outstanding,good,12,Yes,Excellent,0,10,Good,Outstanding
191,1191,Carrie Atkins,56,Female,Single,13-03-2022,Development,Developer,Life Sciences,High,High,2,Very_High,20,Very_High,10,14,2,Better,good,Excellent,poor,14,No,low,1,3,Poor,Excellent
192,1192,Audrey Clark,50,male,Single,22-04-2009,Research & Development,Manufacturing Director,Technical Degree,Low,Very_High,5,Low,20,Low,10,13,5,Best,Excellent,Excellent,poor,7,Yes,good,1,9,Good,Excellent
193,1193,Samantha Munoz,35,male,Single,31-12-2018,Research & Development,Research Scientist,Medical,High,Low,1,Low,12,High,8,10,3,Good,Excellent,Satisfactory,poor,8,No,good,0,15,Poor,low
194,1194,Jorge Smith,47,male,Married,18-12-1994,Development,Developer,Life Sciences,Medium,High,4,Medium,12,High,8,7,3,Good,In-adequate,Outstanding,fair,6,Yes,low,1,6,Good,Outstanding
195,1195,Amy Burton,46,male,Divorsed,05-05-2008,Research & Development,Research Director,Medical,Low,Medium,4,Medium,20,Medium,10,11,5,Good,poor,Satisfactory,Excellent,14,No,Excellent,1,6,Poor,low
196,1196,Sarah Rodriguez,60,Female,Divorsed,27-09-2008,Development,Developer,Life Sciences,High,Very_High,5,High,20,Medium,10,13,5,Good,good,Excellent,poor,6,Yes,low,0,6,Good,Excellent
197,1197,Holly Floyd,53,male,Divorsed,23-03-1997,Development,Developer,Life Sciences,Very_High,Very_High,4,Medium,25,Very_High,10,22,2,Bad,Excellent,Satisfactory,poor,11,No,Outstanding,0,14,Poor,low
198,1198,Michelle Palmer,40,Female,Married,26-05-2014,Development,Developer,Life Sciences,Medium,Very_High,3,High,25,High,9,22,5,Good,good,Excellent,satistfactory,4,No,good,0,8,Poor,Excellent
199,1199,Tina Jones,44,Female,Divorsed,31-01-2007,Research & Development,Research Scientist,Medical,Medium,High,2,Low,22,Medium,8,20,5,Best,Satisfactory,Good,fair,14,No,low,0,14,Poor,good
200,1200,Mark Lindsey,47,male,Married,16-05-2011,Development,Developer,Life Sciences,Medium,Very_High,3,Medium,20,High,10,14,2,Good,Satisfactory,Satisfactory,good,7,No,good,0,11,Poor,low
201,1201,Christine Chen,49,Female,Divorsed,21-06-1994,Research & Development,Manager R&D,Medical,Low,Low,1,Low,25,High,8,23,2,Bad,Satisfactory,Satisfactory,fair,9,Yes,low,1,10,Good,low
202,1202,Albert Miller,29,Female,Married,28-08-2011,Development,Developer,Life Sciences,High,Very_High,5,Medium,12,Very_High,10,10,5,Good,good,Good,good,11,No,low,1,11,Poor,good
203,1203,Robert Erickson,41,male,Married,06-02-2019,Research & Development,Manager R&D,Medical,Medium,Low,5,High,25,Low,10,24,3,Good,Satisfactory,Satisfactory,poor,13,No,low,1,5,Poor,low
204,1204,David Davis,53,Female,Single,09-07-2014,Research & Development,Research Scientist,Technical Degree,Very_High,Low,2,Medium,6,Very_High,9,1,5,Bad,Verygood,Outstanding,fair,5,No,good,0,6,Poor,Outstanding
205,1205,Michael Oliver,48,Female,Single,25-12-2009,Research & Development,Laboratory Technician,Technical Degree,Medium,Medium,2,Medium,6,Low,8,1,4,Better,good,Excellent,poor,5,No,Outstanding,0,14,Poor,Excellent
206,1206,Jason Frazier,31,male,Single,22-11-2017,Development,Developer,Life Sciences,Low,Very_High,1,High,6,Medium,9,1,6,Good,Excellent,Satisfactory,fair,13,Yes,Excellent,1,15,Good,low
207,1207,Shannon Richards,50,Female,Single,05-04-1994,Development,Developer,Life Sciences,High,High,1,High,25,Low,9,21,6,Good,poor,Good,satistfactory,12,No,Outstanding,0,8,Poor,good
208,1208,Michelle Sanders,28,male,Married,15-09-2001,Development,Developer,Life Sciences,Low,Low,3,Very_High,20,Medium,9,15,1,Bad,poor,Outstanding,poor,8,Yes,Excellent,0,20,Good,Outstanding
209,1209,Dr. Carolyn Wilson,28,Female,Married,02-09-2016,Sales,Manager,Marketing,Very_High,Medium,5,Low,12,Medium,9,9,3,Better,poor,Satisfactory,Excellent,5,No,Outstanding,0,13,Poor,low
210,1210,Jeffrey Bolton,50,male,Divorsed,10-09-2001,Development,Developer,Life Sciences,Very_High,Low,4,Low,20,Low,10,11,3,Bad,Excellent,Satisfactory,poor,9,Yes,low,1,13,Good,low
211,1211,Mark Waters,39,male,Single,13-09-2007,Development,Developer,Life Sciences,Low,Very_High,3,Very_High,20,Low,10,14,4,Best,poor,Excellent,fair,5,No,Outstanding,1,4,Poor,Excellent
212,1212,Rhonda Reyes,25,Female,Married,11-04-2018,Sales,Manager,Marketing,Medium,Low,4,High,12,High,25,7,5,Best,Verygood,Good,fair,7,Yes,low,1,14,Good,good
213,1213,Judith Mcgee,25,Female,Married,05-09-2014,Research & Development,Healthcare Representative,Medical,Medium,Low,1,Low,20,Very_High,10,11,2,Better,Excellent,Good,good,12,Yes,low,0,13,Good,good
214,1214,Susan Small,47,Female,Married,28-07-1999,Development,Developer,Life Sciences,High,Low,3,Low,20,Very_High,9,15,6,Good,Satisfactory,Excellent,satistfactory,8,No,Excellent,0,9,Poor,Excellent
215,1215,Mia Nguyen,32,male,Married,08-12-2005,Sales,Manager,Marketing,Medium,Very_High,2,Low,20,High,8,14,1,Bad,good,Satisfactory,good,12,Yes,Outstanding,1,9,Good,low
216,1216,Christian Allen,43,male,Divorsed,16-11-2000,Sales,Sales Executive,Marketing,Very_High,Medium,5,Very_High,12,Very_High,10,9,4,Better,Verygood,Outstanding,fair,9,No,low,1,2,Poor,Outstanding
217,1217,William Walsh,46,male,Divorsed,30-08-2008,Development,Developer,Life Sciences,Medium,High,2,Low,20,Very_High,10,11,6,Good,good,Satisfactory,Excellent,12,No,Excellent,1,7,Poor,low
218,1218,James Powers,38,male,Married,23-04-2004,Research & Development,Manager R&D,Medical,Low,Medium,1,High,22,High,8,19,3,Good,Verygood,Outstanding,fair,4,No,good,1,4,Poor,Outstanding
219,1219,Alicia Chavez,55,male,Married,10-08-2019,Research & Development,Laboratory Technician,Medical,High,High,1,Very_High,6,High,8,3,6,Good,Excellent,Good,fair,10,Yes,good,1,6,Good,good
220,1220,Maria Thompson,22,male,Married,10-04-1999,Research & Development,Laboratory Technician,Medical,Very_High,High,5,Very_High,22,High,8,18,5,Bad,In-adequate,Satisfactory,fair,6,Yes,Excellent,1,8,Good,low
221,1221,Allison Garza,53,Female,Divorsed,05-05-2009,Development,Developer,Life Sciences,High,Medium,1,Very_High,22,Low,9,18,5,Best,Excellent,Good,poor,13,Yes,good,0,12,Good,good
222,1222,Gwendolyn Hansen,40,Female,Married,13-08-2002,Development,Developer,Life Sciences,Low,Medium,4,Low,22,High,10,20,6,Better,In-adequate,Satisfactory,poor,13,Yes,Excellent,0,9,Good,low
223,1223,Anthony Flores,38,male,Single,19-05-2012,Development,Developer,Life Sciences,High,Low,5,Very_High,12,High,8,8,5,Bad,poor,Satisfactory,good,8,Yes,Outstanding,1,14,Good,low
224,1224,Jennifer Elliott,31,male,Divorsed,01-06-2003,Research & Development,Research Scientist,Medical,Very_High,Low,1,High,12,Very_High,10,10,5,Good,good,Satisfactory,good,13,Yes,Excellent,1,15,Good,low
225,1225,Colleen Clay,42,male,Married,22-11-2020,Sales,Sales Executive,Marketing,High,Low,4,Medium,25,High,9,25,4,Best,good,Excellent,fair,11,Yes,low,1,3,Good,Excellent
226,1226,William Munoz,60,male,Married,28-04-2021,Development,Developer,Life Sciences,Low,Low,5,Very_High,25,Very_High,9,21,5,Better,Verygood,Excellent,fair,4,No,good,1,6,Poor,Excellent
227,1227,Diana Wallace,41,Female,Married,17-01-2015,Development,Developer,Life Sciences,Medium,Medium,3,Very_High,22,High,10,16,2,Good,Satisfactory,Satisfactory,good,8,Yes,good,0,2,Good,low
228,1228,Cynthia Williams,34,male,Married,11-05-1994,Research & Development,Laboratory Technician,Medical,Very_High,Medium,1,High,22,High,8,20,5,Bad,good,Excellent,good,12,Yes,low,1,7,Good,Excellent
229,1229,Stacey Baker,28,male,Single,19-01-2017,Research & Development,Manufacturing Director,Medical,Low,Low,1,Medium,25,Low,10,24,6,Better,In-adequate,Good,satistfactory,7,Yes,Excellent,0,14,Good,good
230,1230,Bryan Schroeder,48,Female,Married,04-09-2021,Research & Development,Laboratory Technician,Technical Degree,High,Very_High,3,Very_High,25,High,8,25,6,Good,In-adequate,Outstanding,poor,12,Yes,low,1,14,Good,Outstanding
231,1231,Jeffrey Weber,23,Female,Married,28-12-1995,Research & Development,Research Scientist,Technical Degree,Low,Medium,5,High,6,High,9,1,5,Bad,Verygood,Outstanding,good,5,Yes,good,1,15,Good,Outstanding
232,1232,Mrs. Elizabeth Travis,45,male,Married,23-12-1993,Research & Development,Research Scientist,Medical,High,Medium,1,High,12,Medium,10,8,6,Better,Excellent,Excellent,Excellent,9,Yes,good,0,8,Good,Excellent
